select * from `config` where `app_key` = ? limit 1 [base64:V/9UnHo++iTrzf5B6+TJWNECsxp3e6hE9F3NtAIS5Aw=][3.72]
select * from `config` limit 1 [][0.5]
select count(*) as aggregate from `config` [][0.4]
select * from `setting_aplikasi` where `setting_aplikasi`.`config_id` = ? order by `key` asc [1][2.29]
select `value`, `key` from `setting_aplikasi` where `key` in (?, ?, ?) and `setting_aplikasi`.`config_id` = ? [sebutan_desa, sebutan_pemerintah_desa, sebutan_dusun, 1][0.42]
select `value`, `key` from `setting_aplikasi` where `key` in (?, ?, ?) and `setting_aplikasi`.`config_id` = ? [sebutan_desa, sebutan_pemerintah_desa, sebutan_dusun, 1][0.29]
select * from `ref_jabatan` where `jenis` = ? and `ref_jabatan`.`config_id` = ? limit 1 [1, 1][0.65]
select * from `ref_jabatan` where `jenis` = ? and `ref_jabatan`.`config_id` = ? limit 1 [2, 1][0.58]
select column_name as `name`, data_type as `type_name`, column_type as `type`, collation_name as `collation`, is_nullable as `nullable`, column_default as `default`, column_comment as `comment`, extra as `extra` from information_schema.columns where table_schema = 'opensid' and table_name = 'migrasi' order by ordinal_position asc [][3.48]
select exists(select * from `migrasi` where `versi_database` = ?) as `exists` [2025080101][0.35]
select column_name as `name`, data_type as `type_name`, column_type as `type`, collation_name as `collation`, is_nullable as `nullable`, column_default as `default`, column_comment as `comment`, extra as `extra` from information_schema.columns where table_schema = 'opensid' and table_name = 'migrasi' order by ordinal_position asc [][2.52]
select `versi_database`, `versi_database` from `migrasi` [][0.19]
insert into `setting_aplikasi` (`attribute`, `config_id`, `jenis`, `judul`, `kategori`, `keterangan`, `key`, `value`) values (?, ?, ?, ?, ?, ?, ?, ?) on duplicate key update `judul` = values(`judul`), `keterangan` = values(`keterangan`), `jenis` = values(`jenis`), `option` = values(`option`), `attribute` = values(`attribute`), `kategori` = values(`kategori`) [, 1, text, Versi Umum Setara, default, Versi Umum Yang Setara, compatible_version_general, ][2.48]
select column_name as `name`, data_type as `type_name`, column_type as `type`, collation_name as `collation`, is_nullable as `nullable`, column_default as `default`, column_comment as `comment`, extra as `extra` from information_schema.columns where table_schema = 'opensid' and table_name = 'log_notifikasi_mandiri' order by ordinal_position asc [][3.93]
select column_name as `name`, data_type as `type_name`, column_type as `type`, collation_name as `collation`, is_nullable as `nullable`, column_default as `default`, column_comment as `comment`, extra as `extra` from information_schema.columns where table_schema = 'opensid' and table_name = 'log_notifikasi_mandiri' order by ordinal_position asc [][4.54]
select * from `config` where `app_key` = ? limit 1 [base64:V/9UnHo++iTrzf5B6+TJWNECsxp3e6hE9F3NtAIS5Aw=][0.44]
select * from `setting_modul` where (`url` = ?) and `setting_modul`.`config_id` = ? limit 1 [analisis_master/clear, 1][0.84]
update `analisis_indikator` set `act_analisis` = ? where `act_analisis` = ? [0, 2][0.61]
update `setting_aplikasi` set `kategori` = ? where `key` in (?, ?, ?) [Analisis, api_gform_credential, api_gform_id_script, api_gform_redirect_uri][0.39]
delete from `setting_modul` where `slug` in (?, ?) [master-analisis, pengaturan-analisis][0.41]
update `setting_modul` set `url` = ?, `ikon` = ? where `slug` = ? [analisis_master, fa-check-square, analisis][0.47]
update `setting_modul` set `modul` = ? where `modul` = ? [Kategori / Variabel, analisis_kategori][0.28]
update `setting_modul` set `modul` = ? where `modul` = ? [Indikator & Pertanyaan, analisis_indikator][0.2]
update `setting_modul` set `modul` = ? where `modul` = ? [Klasifikasi Analisis, analisis_klasifikasi][0.14]
update `setting_modul` set `modul` = ? where `modul` = ? [Periode Sensus / Survei, analisis_periode][0.13]
update `setting_modul` set `modul` = ? where `modul` = ? [Input Data Sensus / Survei, analisis_respon][0.12]
update `setting_modul` set `modul` = ? where `modul` = ? [Laporan Hasil Klasifikasi, analisis_laporan][0.13]
update `setting_modul` set `modul` = ? where `modul` = ? [Laporan Per Indikator, analisis_statistik_jawaban][0.13]
update `setting_modul` set `url` = ? where `slug` = ? and `setting_modul`.`config_id` = ? [statistik, statistik-kependudukan, 1][0.12]
update `tweb_penduduk_umur` set `sampai` = ? where `sampai` = ? [150, 99999][0.13]
select column_name as `name`, data_type as `type_name`, column_type as `type`, collation_name as `collation`, is_nullable as `nullable`, column_default as `default`, column_comment as `comment`, extra as `extra` from information_schema.columns where table_schema = 'opensid' and table_name = 'migrasi' order by ordinal_position asc [][1.01]
select * from `migrasi` where (`versi_database` = ?) limit 1 [2024110171][0.1]
insert into `migrasi` (`versi_database`, `premium`) values (?, ?) [2024110171, Array][0.95]
select * from `setting_modul` where `config_id` = ? [1][0.42]
select * from `user_grup` where `config_id` = ? and `slug` = ? limit 1 [1, administrator][0.16]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 2][2.2]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 363][0.13]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 364][0.11]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 365][0.11]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 366][0.1]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 367][0.09]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 368][0.26]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 369][0.1]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 370][0.09]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 371][0.09]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 372][0.12]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 373][0.1]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 374][0.09]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 375][0.1]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 376][0.09]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 377][0.09]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 378][0.09]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 379][0.09]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 380][0.09]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 381][0.09]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 382][0.09]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 383][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 384][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 385][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 386][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 387][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 388][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 389][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 390][0.09]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 391][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 392][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 393][0.09]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 394][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 395][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 396][0.09]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 397][0.1]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 398][0.29]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 399][0.33]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 400][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 401][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 402][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 403][0.07]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 404][0.07]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 405][0.07]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 406][0.07]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 407][0.07]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 408][0.09]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 409][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 410][0.07]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 411][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 412][0.09]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 413][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 414][0.07]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 415][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 416][0.13]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 417][0.09]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 418][0.09]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 419][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 420][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 421][0.07]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 422][0.07]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 423][0.07]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 424][0.07]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 425][0.07]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 426][0.06]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 427][0.07]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 428][0.09]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 431][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 432][0.07]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 433][0.07]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 434][0.08]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 435][0.06]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 436][0.06]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 437][0.19]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 438][0.07]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 439][0.06]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 440][0.07]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 441][0.07]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 442][0.07]
insert into `grup_akses` (`akses`, `config_id`, `id_grup`, `id_modul`) values (?, ?, ?, ?) on duplicate key update `akses` = values(`akses`) [7, 1, 1, 443][0.07]
